"casenum","fileid","year","month","day","cite","vol","beginpg","endopin","endpage","docnum","multdoc","method","circuit","state","district","origin","source","distjudg","applfrom","adminrev","priorpub","opinstat","treat","classact","crossapp","majvotes","dissent","concur","counsel1","counsel2","amicus","sanction","initiate","interven","numappel","appnatpr","appbus","appnonp","appfed","appsubst","appstate","appfiduc","ap_stid","genapel1","bank_ap1","genapel2","bank_ap2","appel1","appel2","realapp","numresp","r_natpr","r_bus","r_nonp","r_fed","r_subst","r_state","r_fiduc","r_stid","respond1","respond2","realresp","genresp1","genresp2","bank_r1","bank_r2","const1","const2","usc1","usc1sect","usc2","usc2sect","civproc1","civproc2","crmproc1","crmproc2","juris","statecl","standing","mootness","exhaust","timely","immunity","frivol","polquest","oththres","late","frivapp","othappth","constit","fedlaw","procedur","typeiss","prejud","insane","improper","juryinst","othjury","deathpen","sentence","indict","confess","search","othadmis","plea","counsel","rtcouns","suffic","indigent","entrap","procdis","othcrim","dueproc","execord","stpolicy","weightev","pretrial","trialpro","post_trl","attyfee","judgdisc","altdisp","injunct","summary","fedvst","foreign","int_law","st_v_st","discover","othcivil","subevid","denovo","erron","capric","abusedis","judrev","genstand","notice","alj","agen_acq","freeinfo","comment","record","diverse","whlaws","casetyp1","geniss","direct1","casetyp2","direct2","habeas","decuncon","unan","signed","codej1","codej2","j2vote1","j2vote2","j2maj1","j2maj2","codej3","j3vote1","j3vote2","j3maj1","j3maj2","codej4","j4vote1","j4vote2","j4maj1","j4maj2","codej5","j5vote1","j5vote2","j5maj1","j5maj2","codej6","j6vote1","j6vote2","j6maj1","j6maj2","codej7","j7vote1","j7vote2","j7maj1","j7maj2","codej8","j8vote1","j8vote2","j8maj1","j8maj2","codej9","j9vote1","j9vote2","j9maj1","j9maj2","codej10","j10vote1","j10vote2","j10maj1","j10maj2","codej11","j11vote1","j11vote2","j11maj1","j11maj2","codej12","j12vote1","j12vote2","j12maj1","j12maj2","codej13","j13vote1","j13vote2","j13maj1","j13maj2","codej14","j14vote1","j14vote2","j14maj1","j14maj2","codej15","j15vote1","j15vote2","j15maj1","j15maj2","govt","pagelgth","multiple","resstate","polques","j16maj1","j16vote1","docknum","sample","supct","Circuit","Year","Circuit_Cases","year_circuit_cases","sample_cases","year_sample_cases","circuit_proportion","sample_proportion","weighting"
1238,"",1985,5,13,"0761/1175",761,1175,1181,1181,85845335,NA,1,6,55,0,8,6,99999,12,10,"",1,0,0,1,3,0,0,4,5,0,4,2,0,1,0,1,0,0,0,0,0,0,1,2,9,9,14409,99999,0,1,0,0,0,1,0,0,0,0,35010,99999,1,3,9,2,9,0,0,29,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,601,6,3,NA,NA,0,0,1,1,609,620,3,NA,1,NA,637,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1239,"",1985,9,30,"0773/0720",773,720,727,727,83001334,NA,1,6,22,1,1,1,10615,1,15,"0",1,6,0,0,3,0,1,4,4,0,4,1,0,1,0,0,0,0,0,0,1,0,8,2,9,9,81004,99999,0,2,0,0,0,0,2,0,0,22,47002,43001,0,4,4,2,2,108,114,42,1983,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,2,2,NA,NA,0,0,1,1,620,607,2,NA,1,NA,10690,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1240,"",1985,7,23,"0769/0314",769,314,324,324,84003404,NA,1,6,35,6,3,1,10673,5,15,"0",1,1,0,0,3,0,0,3,6,0,4,1,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71000,99999,0,2,0,0,0,0,0,2,0,35,56003,52002,0,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,1,NA,NA,1,0,1,1,613,642,1,NA,1,NA,10624,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1241,"",1985,8,26,"0772/0201",772,201,209,209,85001640,NA,1,6,22,1,1,1,10624,2,15,"0616FS118",2,3,0,0,2,1,0,4,6,1,4,1,0,2,0,2,0,0,0,0,0,0,1,2,1,2,12610,12903,0,4,0,1,0,0,0,3,0,22,54002,54002,0,5,5,2,2,1,0,15,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,7,3,NA,NA,0,0,2,0,626,629,3,NA,1,NA,609,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1242,"",1985,1,2,"0751/0826",751,826,831,831,85831263,NA,1,6,22,1,6,1,20639,1,15,"",1,3,0,NA,3,0,0,4,5,0,4,1,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71910,99999,0,2,0,0,0,1,1,0,0,22,31008,43009,0,3,4,2,2,0,0,5,706,42,4623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,771,7,1,NA,NA,0,0,1,1,20625,612,1,NA,1,NA,625,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1243,"",1985,12,13,"0778/1195",778,1195,1210,1211,84005804,NA,1,6,17,1,1,1,10689,1,15,"0",1,5,0,0,3,0,0,2,5,0,4,2,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71000,99999,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,106,0,28,0,18,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,1,112,3,0,0,1,1,630,644,1,3,1,1,10630,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1244,"",1985,4,16,"0760/1428",760,1428,1443,1443,82003821,NA,1,6,35,5,4,4,99999,10,15,"0",1,1,0,0,3,0,0,4,4,0,4,8,0,1,0,1,0,0,0,0,0,0,1,2,9,9,13701,99999,0,2,2,0,0,0,0,0,0,0,71000,73000,0,7,7,1,1,0,0,11,1322,11,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,7,3,NA,NA,0,0,1,1,613,644,3,NA,1,NA,641,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1245,"",1985,7,31,"0769/0362",769,362,367,367,84005277,NA,1,6,42,4,1,1,20635,3,15,"0581FS112",1,3,0,0,3,0,0,4,4,0,4,1,0,1,0,1,0,0,0,0,0,0,1,2,9,9,13607,99999,0,1,0,1,0,0,0,0,0,0,14601,99999,0,1,9,2,9,107,0,15,1116,15,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,7,3,NA,NA,0,0,1,1,629,609,3,NA,1,NA,10668,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1246,"",1985,5,29,"0763/1504",763,1504,1532,1532,83003288,NA,1,6,35,6,1,1,10682,1,15,"0",1,5,0,0,3,0,0,4,5,0,4,2,0,5,5,0,0,0,0,0,0,0,7,2,7,2,72000,72001,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,21,848,21,1952,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,2,110,2,0,0,1,1,642,629,2,2,1,1,630,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1247,"",1985,12,18,"0779/0320",779,320,327,328,83005465,NA,1,6,42,2,1,1,10681,8,15,"0",1,6,0,0,1,1,1,4,4,0,4,2,0,99,0,0,99,0,0,0,0,0,2,2,2,2,21008,21008,0,1,0,1,0,0,0,0,0,0,11300,99999,0,1,9,2,9,0,0,29,187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,6,1,NA,NA,0,0,2,1,609,618,1,NA,1,NA,612,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1248,"",1985,6,28,"0766/0252",766,252,254,254,84005984,NA,1,6,42,2,1,1,10637,1,15,"0",1,3,0,0,3,0,0,4,5,0,4,2,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71000,99999,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,18,2,18,876,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1,3,NA,NA,0,0,1,1,644,625,3,NA,1,NA,637,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1249,"",1985,1,29,"0753/0521",753,521,524,524,83005299,NA,1,6,17,1,1,1,20608,5,15,"0",1,1,0,0,3,0,0,4,5,0,4,1,1,3,0,3,0,0,0,0,0,0,1,2,1,2,14202,14202,0,4,0,0,0,4,0,0,0,0,31009,31009,0,3,3,2,2,105,0,30,1272,16,521,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,7,3,412,1,0,0,1,1,629,613,3,1,1,1,99999,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1250,"",1985,7,3,"0767/0266",767,266,270,270,84001186,NA,1,6,22,1,1,1,10639,1,15,"0",2,1,0,0,3,0,0,4,4,0,4,2,0,1,0,1,0,0,0,0,0,0,1,2,9,9,14409,99999,0,1,1,0,0,0,0,0,0,0,71005,99999,0,7,9,2,9,107,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,7,3,NA,NA,0,0,1,0,612,618,3,NA,1,NA,644,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1251,"",1985,4,25,"0760/0689",760,689,697,698,84001279,NA,1,6,22,1,1,1,10636,3,15,"0",1,4,0,0,3,0,1,4,4,0,4,2,0,2,0,0,0,0,2,0,0,22,4,2,4,2,47001,43001,0,1,0,1,0,0,0,0,0,0,13702,99999,0,1,9,2,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,7,0,NA,NA,0,0,1,1,609,637,0,NA,NA,NA,642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1252,"",1985,9,17,"0773/0077",773,77,85,85,84005387,NA,1,6,55,0,6,6,99999,10,10,"0618F2D00",1,0,0,0,3,0,0,5,4,0,4,3,0,1,0,0,0,1,0,0,0,0,3,2,9,9,35010,99999,0,5,0,5,0,0,0,0,0,0,14406,14406,0,1,1,2,2,0,0,29,158,29,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,6,2,NA,NA,0,0,1,1,10617,619,2,NA,1,NA,644,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1253,"",1985,3,27,"0758/0162",758,162,167,167,84003197,NA,1,6,35,6,4,1,10608,10,15,"0",1,3,0,0,3,0,0,4,4,0,4,1,0,1,0,1,0,0,0,0,0,0,1,2,9,9,11910,99999,0,2,2,0,0,0,0,0,0,0,71000,73000,0,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,7,1,NA,NA,0,0,1,1,642,630,1,NA,1,NA,10653,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1254,"",1985,12,5,"0777/1171",777,1171,1172,1172,85851383,NA,1,6,22,1,1,1,10615,8,15,"",2,1,0,NA,3,0,0,4,5,0,4,1,0,6,5,1,0,0,0,0,0,0,1,2,7,2,14005,72000,0,2,0,0,0,2,0,0,0,0,31003,31003,0,3,3,2,2,0,0,42,4321,28,1491,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,7,3,NA,NA,0,0,1,0,618,623,3,NA,1,NA,637,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1255,"",1985,7,11,"0767/0281",767,281,284,285,83005932,NA,1,6,17,2,6,1,99999,3,15,"0",2,1,0,0,2,1,0,4,5,0,4,1,0,1,1,0,0,0,0,0,0,0,7,2,9,9,73000,99999,0,1,0,0,0,1,0,0,0,0,31007,99999,0,3,9,2,9,114,0,42,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,751,7,1,NA,NA,0,0,2,0,613,644,1,NA,1,NA,637,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1256,"",1985,2,12,"0754/0662",754,662,667,670,83005238,NA,1,6,17,2,1,1,10604,1,15,"0",1,1,0,0,2,1,0,5,4,0,4,1,0,1,0,0,0,1,0,0,0,0,3,2,9,9,39001,99999,0,1,0,1,0,0,0,0,0,0,13702,99999,0,1,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,7,0,NA,NA,0,0,2,1,629,605,0,NA,NA,NA,642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1257,"",1985,2,6,"0754/0169",754,169,176,176,84003039,NA,1,6,35,6,1,1,10699,1,15,"0",1,2,0,0,3,0,0,4,5,2,4,2,0,1,0,1,0,0,0,0,0,0,1,2,9,9,14002,99999,0,1,1,0,0,0,0,0,0,0,71005,99999,0,7,9,2,9,0,0,38,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,7,1,NA,NA,0,0,1,1,630,629,1,NA,1,NA,642,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
1258,"",1985,6,24,"0765/0599",765,599,604,604,83005926,NA,1,6,42,1,1,1,20617,1,15,"0573FS034",1,1,0,1,3,0,0,5,4,0,4,2,0,1,0,0,0,1,0,0,0,0,3,2,9,9,37003,99999,0,1,1,0,0,0,0,0,0,0,71005,99999,0,7,9,2,9,0,0,38,1662,29,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,7,3,NA,NA,0,0,1,1,619,605,3,NA,1,NA,625,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,475,6577,30,360,0.0722213775277482,0.0833333333333333,0.866656530332979
