"casenum","fileid","year","month","day","cite","vol","beginpg","endopin","endpage","docnum","multdoc","method","circuit","state","district","origin","source","distjudg","applfrom","adminrev","priorpub","opinstat","treat","classact","crossapp","majvotes","dissent","concur","counsel1","counsel2","amicus","sanction","initiate","interven","numappel","appnatpr","appbus","appnonp","appfed","appsubst","appstate","appfiduc","ap_stid","genapel1","bank_ap1","genapel2","bank_ap2","appel1","appel2","realapp","numresp","r_natpr","r_bus","r_nonp","r_fed","r_subst","r_state","r_fiduc","r_stid","respond1","respond2","realresp","genresp1","genresp2","bank_r1","bank_r2","const1","const2","usc1","usc1sect","usc2","usc2sect","civproc1","civproc2","crmproc1","crmproc2","juris","statecl","standing","mootness","exhaust","timely","immunity","frivol","polquest","oththres","late","frivapp","othappth","constit","fedlaw","procedur","typeiss","prejud","insane","improper","juryinst","othjury","deathpen","sentence","indict","confess","search","othadmis","plea","counsel","rtcouns","suffic","indigent","entrap","procdis","othcrim","dueproc","execord","stpolicy","weightev","pretrial","trialpro","post_trl","attyfee","judgdisc","altdisp","injunct","summary","fedvst","foreign","int_law","st_v_st","discover","othcivil","subevid","denovo","erron","capric","abusedis","judrev","genstand","notice","alj","agen_acq","freeinfo","comment","record","diverse","whlaws","casetyp1","geniss","direct1","casetyp2","direct2","habeas","decuncon","unan","signed","codej1","codej2","j2vote1","j2vote2","j2maj1","j2maj2","codej3","j3vote1","j3vote2","j3maj1","j3maj2","codej4","j4vote1","j4vote2","j4maj1","j4maj2","codej5","j5vote1","j5vote2","j5maj1","j5maj2","codej6","j6vote1","j6vote2","j6maj1","j6maj2","codej7","j7vote1","j7vote2","j7maj1","j7maj2","codej8","j8vote1","j8vote2","j8maj1","j8maj2","codej9","j9vote1","j9vote2","j9maj1","j9maj2","codej10","j10vote1","j10vote2","j10maj1","j10maj2","codej11","j11vote1","j11vote2","j11maj1","j11maj2","codej12","j12vote1","j12vote2","j12maj1","j12maj2","codej13","j13vote1","j13vote2","j13maj1","j13maj2","codej14","j14vote1","j14vote2","j14maj1","j14maj2","codej15","j15vote1","j15vote2","j15maj1","j15maj2","govt","pagelgth","multiple","resstate","polques","j16maj1","j16vote1","docknum","sample","supct","Circuit","Year","Circuit_Cases","year_circuit_cases","sample_cases","year_sample_cases","circuit_proportion","sample_proportion","weighting"
11354,"",1949,5,2,"0174/0925",174,925,930,930,49010707,NA,1,6,22,1,4,1,10676,10,15,"84fs280zz",1,2,0,0,3,0,0,4,4,0,4,2,2,99,99,99,0,0,0,0,3,0,8,2,8,2,82000,81008,0,1,1,0,0,0,0,0,0,0,71005,99999,0,7,9,2,9,0,0,11,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,7,1,NA,NA,0,0,1,1,627,640,1,NA,1,NA,631,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,49,187,2155,15,165,0.0867749419953596,0.0909090909090909,0.954524361948956
11355,"",1949,11,23,"0177/0949",177,949,954,954,49010799,NA,1,6,17,2,1,1,20607,1,15,"0",1,3,0,0,3,0,0,4,4,0,4,1,0,1,1,0,0,0,0,0,0,0,7,2,9,9,73200,99999,0,1,0,1,0,0,0,0,0,0,14506,99999,0,1,9,2,9,1,114,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,2,3,730,3,0,0,1,1,640,617,3,3,1,1,627,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,49,187,2155,15,165,0.0867749419953596,0.0909090909090909,0.954524361948956
11506,"",1948,4,5,"0167/0147",167,147,152,152,48010410,NA,1,6,55,0,6,6,99999,10,10,"0",1,1,0,0,3,0,0,5,4,0,4,3,0,1,0,0,0,1,0,0,0,0,3,2,9,9,35010,99999,0,1,0,1,0,0,0,0,0,0,14300,99999,0,1,9,2,9,0,0,29,158,29,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,6,3,NA,NA,0,0,1,1,631,640,3,NA,1,NA,601,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11507,"",1948,5,24,"0168/0361",168,361,366,366,48010624,NA,1,6,22,1,1,1,10694,1,15,"0",1,1,0,0,3,0,0,4,4,0,4,9,0,99,0,0,0,0,0,0,99,0,9,2,9,2,99999,99999,1,1,0,0,0,1,0,0,0,0,31002,99999,0,3,9,2,9,0,0,21,334,21,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,7,3,NA,NA,0,0,1,1,626,627,3,NA,1,NA,631,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11508,"",1948,3,1,"0166/0434",166,434,434,434,48010359,NA,1,6,55,0,6,6,99999,10,10,"162f2d101",2,8,0,0,3,0,0,8,8,0,4,3,0,1,0,0,0,1,0,0,0,0,3,2,9,9,35010,99999,0,1,0,1,0,0,0,0,0,0,14500,99999,0,1,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,6,1,602,1,0,0,1,0,617,640,1,1,1,1,626,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11509,"",1948,3,15,"0166/1022",166,1022,1022,1022,48010463,NA,1,6,42,2,1,1,10610,10,15,"0",2,1,0,0,3,0,0,4,4,0,4,9,0,2,0,0,0,0,0,0,2,0,9,2,9,2,99999,99999,0,1,0,0,0,0,0,0,1,0,99999,99999,0,9,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,617,601,0,NA,NA,NA,626,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11510,"",1948,2,3,"0165/0933",165,933,936,936,48010443,NA,1,6,55,0,8,10,99999,10,15,"7tc685zzz",1,1,0,0,3,0,0,4,4,0,4,2,0,1,0,1,0,0,0,0,0,0,1,2,9,9,14201,99999,0,1,0,0,0,1,0,0,0,0,35006,99999,0,3,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,7,3,NA,NA,0,0,1,1,617,640,3,NA,1,NA,601,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11511,"",1948,11,1,"0170/0182",170,182,183,183,48010761,NA,1,6,42,4,1,1,20614,1,15,"0",2,1,0,0,3,0,0,4,4,0,4,2,0,99,99,0,0,0,0,0,0,0,7,2,7,2,72005,70005,0,1,0,0,0,1,0,0,0,0,34003,99999,0,3,9,2,9,0,0,5,118,18,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,759,7,3,NA,NA,0,0,1,0,601,627,3,NA,1,NA,631,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11512,"",1948,10,12,"0170/0269",170,269,269,269,48010498,NA,1,6,35,6,1,1,10662,1,15,"0",2,1,0,0,3,0,0,4,4,0,4,9,0,3,0,2,0,0,0,0,1,0,1,2,1,2,14000,14000,0,1,0,1,0,0,0,0,0,0,14000,99999,0,1,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,601,626,0,NA,NA,NA,631,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11513,"",1948,6,7,"0168/0431",168,431,436,436,48010467,NA,1,6,55,0,8,10,99999,10,15,"0",1,1,0,0,3,0,0,4,4,0,4,1,1,1,1,0,0,0,0,0,0,1,8,2,9,9,81003,99999,0,1,1,0,0,0,1,0,0,NA,35006,99999,0,3,9,2,9,0,0,26,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,7,3,NA,NA,0,0,1,1,631,626,3,NA,1,NA,627,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11514,"",1948,11,22,"0170/0844",170,844,846,846,48010632,NA,1,6,42,2,1,1,10610,1,15,"0",1,1,0,0,3,0,0,4,4,0,4,9,0,1,1,0,0,0,0,0,0,0,7,2,9,9,74000,99999,0,1,0,0,0,1,0,0,0,0,31003,99999,0,3,9,2,9,0,0,28,1291,28,1402,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,7,1,NA,NA,0,0,1,1,617,626,1,NA,1,NA,627,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11515,"",1948,12,2,"0171/0549",171,549,549,549,48010673,NA,1,6,35,5,1,1,20623,10,15,"0",2,1,0,0,3,0,0,1,4,0,4,9,0,1,0,0,0,0,0,0,1,0,9,2,9,9,99999,99999,0,1,0,0,0,1,0,0,0,0,39005,99999,0,3,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,1,NA,NA,0,0,1,0,617,601,1,NA,1,NA,631,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11516,"",1948,7,19,"0169/0595",169,595,605,606,48010521,NA,1,6,55,0,8,10,99999,10,15,"8tc467zzz",1,6,0,0,2,1,1,4,4,0,4,1,0,1,0,1,0,0,0,0,0,0,1,2,9,9,14400,99999,0,1,0,0,0,1,0,0,0,0,35006,99999,0,3,9,2,9,0,0,26,23,26,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,7,1,704,3,0,0,2,1,627,640,1,3,1,1,631,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11517,"",1948,12,27,"0171/0680",171,680,681,681,48010597,NA,1,6,0,8,1,1,99999,5,15,"170f2d6zz",2,8,0,0,3,0,0,4,4,0,4,9,0,1,0,1,0,0,0,0,0,0,1,2,9,9,14000,99999,0,1,0,1,0,0,0,0,0,0,13000,99999,0,1,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,7,1,NA,NA,0,0,1,0,617,640,1,NA,1,NA,626,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11518,"",1948,3,15,"0167/0223",167,223,223,223,48010547,NA,1,6,17,2,1,1,20607,1,15,"0",1,1,0,0,3,0,0,4,4,0,4,2,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71000,99999,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,18,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,1,NA,NA,0,0,1,1,640,601,1,NA,1,NA,631,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11519,"",1948,1,26,"0165/0565",165,565,568,568,48010486,NA,1,6,22,1,1,1,10697,1,15,"0",1,1,0,0,3,0,0,4,4,0,4,1,0,1,0,1,0,0,0,0,0,0,1,2,9,9,14000,99999,0,1,0,1,0,0,0,0,0,0,14910,99999,0,1,9,2,9,0,0,0,0,0,0,64,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,7,0,NA,NA,0,0,1,1,640,617,0,NA,NA,NA,626,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11520,"",1948,12,17,"0171/0547",171,547,547,547,48010689,NA,1,6,22,1,1,1,10676,5,15,"0",2,1,0,0,3,0,0,1,4,0,4,2,0,1,1,0,0,0,0,0,0,0,7,2,9,9,72000,99999,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,1,NA,NA,0,0,1,0,601,626,1,NA,1,NA,631,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,48,171,1721,15,165,0.0993608367228356,0.0909090909090909,1.09296920395119
11671,"",1947,12,12,"0164/0754",164,754,756,756,47010338,NA,1,6,35,6,1,1,10685,5,15,"0062FS012",1,1,0,0,3,0,0,4,4,0,4,1,0,1,0,0,0,1,0,0,0,0,3,2,9,9,36008,99999,0,2,0,2,0,0,0,0,0,0,14409,14409,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,7,3,NA,NA,0,0,1,1,601,617,3,NA,1,NA,626,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,47,137,1815,15,165,0.0754820936639118,0.0909090909090909,0.83030303030303
11672,"",1947,6,5,"0162/0314",162,314,316,316,47010433,NA,1,6,22,1,1,1,10670,10,15,"0",2,3,0,0,3,0,0,4,4,0,4,2,0,1,1,0,0,0,0,0,0,0,7,2,9,9,71000,99999,0,1,0,0,0,1,0,0,0,0,39000,99999,0,3,9,2,9,0,0,12,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,3,NA,NA,0,0,1,0,640,626,3,NA,1,NA,601,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,47,137,1815,15,165,0.0754820936639118,0.0909090909090909,0.83030303030303
11673,"",1947,12,8,"0164/0657",164,657,660,660,47010447,NA,1,6,22,1,1,1,10675,1,15,"0",1,1,0,0,3,0,0,4,4,0,4,2,0,1,0,1,0,0,0,0,0,0,1,2,9,9,11804,99999,0,99,99,0,0,0,0,0,99,0,71000,81004,0,7,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,7,3,NA,NA,0,0,1,1,640,626,3,NA,1,NA,601,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,47,137,1815,15,165,0.0754820936639118,0.0909090909090909,0.83030303030303
11674,"",1947,6,4,"0162/0718",162,718,718,718,47010370,NA,1,6,22,2,1,1,20601,1,15,"0",2,1,0,0,3,0,0,4,4,0,4,9,0,2,2,0,0,0,0,0,0,0,7,2,7,2,72000,72000,0,1,0,0,0,1,0,0,0,0,39005,99999,0,3,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,1,NA,NA,0,0,1,0,617,640,1,NA,1,NA,626,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,47,137,1815,15,165,0.0754820936639118,0.0909090909090909,0.83030303030303
